cat	year	split			URL	Final AGENT	Final EVENTS	Final WORLD	Final Composite	3rd person	Adjudicated AGENTS	Adjudicated EVENTS	Adjudicated WORLD	MEAN	STDEV	Agents mean	Events mean	World mean	Agents std	Events std	World std	A1 average	A1 agents	A1 events	A1 world	A2 average	A2 agents	A2 events	A2 world	A3 average	A3 agents	A3 events	A3 world
Grammy_NOM	1971	train	The Carpenters	We've Only Just Begun	https://www.azlyrics.com/lyrics/carpenters/wereonlyjustbegun.html	2.67	2	2.67	2.447					2.44	0.31	2.67	2	2.67	0.47	0.82	0.94	2.67	3	3	2	2	2	2	2	2.67	3	1	4
Billboard	1984	test	The Cars	You Might Think	https://www.azlyrics.com/lyrics/cars/youmightthink.html	2.67	1.67	1	1.780					1.78	0.42	2.67	1.67	1	0.47	0.94	0	1.33	2	1	1	2.33	3	3	1	1.67	3	1	1
Billboard	1964	dev	The Dave Clark Five	Bits and Pieces	https://www.azlyrics.com/lyrics/daveclarkfive/bitsandpieces.html	1.667	2	1	1.556					1.556	0.157	1.667	2	1	0.471	0.816	0	1.33	2	1	1	1.67	1	3	1	1.67	2	2	1
Billboard	1965	train	The Dave Clark Five	I Like It Like That	https://www.azlyrics.com/lyrics/daveclarkfive/ilikeitlikethat.html	2	2.333	3	2.444					2.444	0.567	2	2.333	3	0.816	0.943	0.816	3	2	3	4	2.67	3	3	2	1.67	1	1	3
Grammy_ALT	1980	train	The Doobie Brothers	Dependin' on You	https://www.azlyrics.com/lyrics/doobiebrothers/dependinonyou.html	2.67	1.67	1.33	1.890					1.89	0.63	2.67	1.67	1.33	1.25	0.47	0.47	1	1	1	1	2.33	4	2	1	2.33	3	2	2
Grammy_NOM	1980	test	The Doobie Brothers	Minute by Minute	https://www.azlyrics.com/lyrics/doobiebrothers/minutebyminute.html	3	2	1.33	2.110					2.11	0.57	3	2	1.33	0.82	0.82	0.47	1.33	2	1	1	2.67	4	3	1	2.33	3	2	2
Grammy_NOM	1980	dev	The Doobie Brothers	What a Fool Believes	https://www.azlyrics.com/lyrics/doobiebrothers/whatafoolbelieves.html	4.33	3.33	1.67	3.110					3.11	0.57	4.33	3.33	1.67	0.47	0.94	0.94	2.33	4	2	1	3.33	5	4	1	3.67	4	4	3
Grammy_ALT	1980	test	The Doobie Brothers	Don't Stop To Watch The Wheels	https://www.azlyrics.com/lyrics/doobiebrothers/dontstoptowatchthewheels.html	3	2	3	2.667		3	2	3	3.11	1.13	3.33	3	3	0.94	1.41	1.41	2	2	2	2	2.67	4	2	2	4.67	4	5	5
Billboard	1971	test	The Doors	Riders on the Storm	https://www.azlyrics.com/lyrics/doors/ridersonthestorm.html	2.33	2	3.33	2.553					2.56	0.16	2.33	2	3.33	1.25	0.82	1.7	2.33	2	1	4	2.67	4	3	1	2.67	1	2	5
Billboard	1969	dev	The Doors	Touch Me	https://www.azlyrics.com/lyrics/doors/touchme.html	2	1	1	1.333					1.333	0	2	1	1	0	0	0	1.33	2	1	1	1.33	2	1	1	1.33	2	1	1
Billboard	1991	train	The Escape Club	I'll Be There	https://www.azlyrics.com/lyrics/escapeclub/illbethere.html	2	1	2.33	1.777					1.78	0.57	2	1	2.33	1.41	0	1.89	1	1	1	1	2	4	1	1	2.33	1	1	5
Billboard	1962	dev	The Everly Brothers	Crying in the Rain	https://www.azlyrics.com/lyrics/everlybrothers/cryingintherain.html	3	2.333	1.667	2.333					2.333	0.471	3	2.333	1.667	0.816	0.471	0.471	3	4	3	2	2	2	2	2	2	3	2	1
Billboard	1960	test	The Everly Brothers	So Sad	https://www.azlyrics.com/lyrics/everlybrothers/sosadtowatchgoodlovegobad.html	1.667	2	1	1.556					1.556	0.416	1.667	2	1	0.471	0.816	0	1.67	2	2	1	1	1	1	1	2	2	3	1
Billboard	1968	train	The Foundations	Baby, Now That I've Found You	https://www.azlyrics.com/lyrics/foundations/babynowthativefoundyou.html	1.333	1.333	1	1.222					1.222	0.157	1.333	1.333	1	0.471	0.471	0	1.33	1	2	1	1	1	1	1	1.33	2	1	1
Billboard	1970	train	The Four Tops	Still Water (Love)	https://www.azlyrics.com/lyrics/fourtops/stillwaterlove.html	1.67	1	2.67	1.780					1.78	0.31	1.67	1	2.67	0.47	0	1.25	1.33	2	1	1	2	2	1	3	2	1	1	4
Billboard	1982	dev	The Go-Go's	Vacation	https://www.azlyrics.com/lyrics/gogos/vacation.html	2	4	1	2.333		2	4	1	2.78	1.13	2.67	3.67	2	0.94	1.25	1.41	1.67	2	2	1	2.33	2	4	1	4.33	4	5	4
Grammy_ALT	1999	train	The Goo Goo Dolls	Black Balloon	https://www.azlyrics.com/lyrics/googoodolls/blackballoon.html	3	1.67	2.67	2.447					2.44	0.68	3	1.67	2.67	1.41	0.94	0.94	1.67	2	1	2	3.33	5	1	4	2.33	2	3	2
Grammy_NOM	1999	dev	The Goo Goo Dolls	Iris	https://www.azlyrics.com/lyrics/googoodolls/iris.html	3.33	1.33	1.67	2.110					2.11	0.57	3.33	1.33	1.67	1.25	0.47	0.94	1.33	2	1	1	2.33	5	1	1	2.67	3	2	3
Billboard	1982	train	The Human League	Don't You Want Me	https://www.azlyrics.com/lyrics/humanleague/dontyouwantme.html	4.67	5	4.33	4.667					4.67	0.27	4.67	5	4.33	0.47	0	0.47	4.33	4	5	4	4.67	5	5	4	5	5	5	5
Billboard	1968	train	The Intruders	Cowboys to Girls	https://www.azlyrics.com/lyrics/intruders/cowboystogirls.html	2.333	3.333	1.667	2.444					2.444	0.875	2.333	3.333	1.667	1.247	0.471	0.943	3.67	4	4	3	1.67	1	3	1	2	2	3	1
Billboard	1973	train	The Isley Brothers	That Lady	https://www.azlyrics.com/lyrics/isleybrothers/thatladypt12.html	2	3	1	2.000		2	3	1	2.44	1.1	2	3.33	2	0.82	1.7	1.41	2.67	3	4	1	1	1	1	1	3.67	2	5	4
Billboard	2021	train	The Kid Laroi	Without You	https://www.azlyrics.com/lyrics/kidlaroi/withoutyou.html	3.67	2.33	1	2.333					2.33	0.27	3.67	2.33	1	0.47	0.94	0	2.33	3	3	1	2	4	1	1	2.67	4	3	1
Billboard	1963	test	The Kingston Trio	The Reverend Mr. Black	https://www.azlyrics.com/lyrics/kingstontrio/thereverendmrblack.html	4.667	5	5	4.889	1				4.889	0.157	4.667	5	5	0.471	0	0	5	5	5	5	5	5	5	5	4.67	4	5	5
Billboard	1966	train	The Left Banke	Walk Away Renée	https://www.azlyrics.com/lyrics/leftbanke/walkawayrenee.html	2.667	1.667	2.333	2.222					2.222	0.157	2.667	1.667	2.333	0.471	0.471	0.471	2	3	1	2	2.33	3	2	2	2.33	2	2	3
Billboard	1965	dev	The Miracles	Ooo Baby Baby	https://www.azlyrics.com/lyrics/smokeyrobinsonthemiracles/ooobabybaby.html	1.667	1.333	1	1.333					1.333	0	1.667	1.333	1	0.471	0.471	0	1.33	2	1	1	1.33	2	1	1	1.33	1	2	1
Billboard	1963	test	The Miracles	You've Really Got a Hold on Me	https://www.azlyrics.com/lyrics/smokeyrobinsonthemiracles/youvereallygotaholdonme.html	2	1	1	1.333					1.333	0.471	2	1	1	1.414	0	0	2	4	1	1	1	1	1	1	1	1	1	1
Billboard	1981	test	The Oak Ridge Boys	Elvira	https://www.azlyrics.com/lyrics/oakridgeboys/elvira.html	3	1.67	3	2.557					2.56	0.42	3	1.67	3	1.41	0.94	1.63	2	2	1	3	3	5	3	1	2.67	2	1	5
Billboard	1972	train	The Osmonds	Down by the Lazy River	https://www.azlyrics.com/lyrics/osmonds/downbythelazyriver.html	2.33	2	3.67	2.667					2.67	0.94	2.33	2	3.67	1.25	1.41	0.47	2	2	1	3	4	4	4	4	2	1	1	4
Grammy_NOM	1984	train	The Police	Every Breath You Take	https://www.azlyrics.com/lyrics/police/everybreathyoutake.html	3	1	1.33	1.777					1.78	0.42	3	1	1.33	1.41	0	0.47	1.67	2	1	2	2.33	5	1	1	1.33	2	1	1
Grammy_ALT	1984	train	The Police	Walking in Your Footsteps	https://www.azlyrics.com/lyrics/police/walkinginyourfootsteps.html	1	1.67	1.33	1.333					1.33	0	1	1.67	1.33	0	0.47	0.47	1.33	1	1	2	1.33	1	2	1	1.33	1	2	1
Billboard	1969	dev	The Rolling Stones	Honky Tonk Women	https://www.azlyrics.com/lyrics/rollingstones/honkytonkwomen.html	3	3	4.333	3.444					3.444	0.831	3	3	4.333	1.414	0.816	0.471	3.67	4	3	4	4.33	4	4	5	2.33	1	2	4
Billboard	1968	train	The Rolling Stones	Jumpin' Jack Flash	https://www.azlyrics.com/lyrics/rollingstones/jumpingjackflash.html	3	2.667	3.667	3.111					3.111	0.956	3	2.667	3.667	1.414	0.943	0.943	3	4	2	3	4.33	4	4	5	2	1	2	3
Billboard	1984	train	The Rolling Stones	Undercover of the Night	https://www.azlyrics.com/lyrics/rollingstones/undercoverofthenight.html	2.67	3	4.67	3.447					3.44	0.57	2.67	3	4.67	1.25	0.82	0.47	3.67	3	3	5	4	4	4	4	2.67	1	2	5
Billboard	1963	train	The Ronettes	Be My Baby	https://www.azlyrics.com/lyrics/ronettes/bemybaby.html	2.333	2	1	1.778					1.778	0.157	2.333	2	1	0.471	0	0	1.67	2	2	1	1.67	2	2	1	2.00	3	2	1
Billboard	1961	test	The Shirelles	Will You Love Me Tomorrow	https://www.azlyrics.com/lyrics/shirelles/willyoulovemetomorrow.html	2	2.333	1	1.778					1.778	0.416	2	2.333	1	0	1.247	0	1.33	2	1	1	2.33	2	4	1	1.67	2	2	1
Billboard	1973	test	The Spinners	One of a Kind (Love Affair)	https://www.azlyrics.com/lyrics/spinners/oneofakindloveaffair.html	2.33	2.67	1	2.000					2	0.47	2.33	2.67	1	0.47	1.25	0	2.33	3	3	1	1.33	2	1	1	2.33	2	4	1
Billboard	1965	dev	The Strangeloves	I Want Candy	https://www.azlyrics.com/lyrics/jedward/iwantcandy.html	3.333	1.333	2.333	2.333					2.333	0.471	3.333	1.333	2.333	0.471	0.471	1.247	3	3	2	4	2	4	1	1	2	3	1	2
Billboard	1964	train	The Supremes	Baby Love	https://www.azlyrics.com/lyrics/supremes/babylove.html	3	1.333	1	1.778					1.778	0.157	3	1.333	1	0.816	0.471	0	2	4	1	1	1.67	3	1	1	1.67	2	2	1
Billboard	1966	dev	The Troggs	Wild Thing	https://www.azlyrics.com/lyrics/troggs/wildthing.html	1.667	1.333	1.333	1.444					1.444	0.416	1.667	1.333	1.333	0.471	0.471	0.471	1.33	2	1	1	2	2	2	2	1	1	1	1
Billboard	1983	test	The Tubes	She's a Beauty	https://www.azlyrics.com/lyrics/tubes/shesabeauty.html	1.67	1.33	2.33	1.777					1.78	0.57	1.67	1.33	2.33	0.94	0.47	1.25	2.33	3	2	2	1	1	1	1	2	1	1	4
Billboard	1968	train	The Turtles	Elenore	https://www.azlyrics.com/lyrics/turtles/elenore.html	3.667	1	1.333	2.000					2	0.272	3.667	1	1.333	0.471	0	0.471	1.67	3	1	1	2	4	1	1	2.33	4	1	2
Billboard	1998	train	The Verve	Bitter Sweet Symphony	https://www.azlyrics.com/lyrics/verve/bittersweetsymphony.html	3.33	2	2.33	2.553					2.56	0.63	3.33	2	2.33	1.25	0.82	1.25	1.67	2	1	2	3	5	3	1	3	3	2	4
Billboard	1987	train	The Whispers	Rock Steady	https://www.azlyrics.com/lyrics/whispers/rocksteady.html	3.33	4	1.33	2.887					2.89	0.31	3.33	4	1.33	0.94	0.82	0.47	2.67	2	5	1	2.67	4	3	1	3.33	4	4	2
Billboard	1965	dev	The Yardbirds	Heart Full of Soul	https://www.azlyrics.com/lyrics/yardbirds/heartfullofsoul.html	2.667	2	1.667	2.111					2.111	0.416	2.667	2	1.667	0.943	0	0.471	2.67	4	2	2	2	2	2	2	1.67	2	2	1
Billboard	1967	dev	The Young Rascals	Groovin'	https://www.azlyrics.com/lyrics/rascals/groovin.html	1.667	2	2.667	2.111					2.111	0.314	1.667	2	2.667	0.471	0.816	0.471	2.33	2	2	3	2.33	1	3	3	1.67	2	1	2
Billboard	2008	test	Three 6 Mafia	Lolli Lolli (Pop That Body)	https://www.azlyrics.com/lyrics/three6mafia/lollilollipopthatbody.html	5	4	4	4.333		5	4	4	3.67	1.09	4.33	3.67	3	0.47	1.25	1.63	3.67	4	4	3	2.33	4	2	1	5	5	5	5
Billboard	2006	test	Three 6 Mafia featuring Young Buck and 8Ball & MJG	Stay Fly	https://www.azlyrics.com/lyrics/three6mafia/stayfly.html	4.67	3	4	3.890					3.89	0.42	4.67	3	4	0.47	0	0.82	4	5	3	4	3.33	4	3	3	4.33	5	3	5
Billboard	2001	dev	Tim McGraw	Grown Men Don't Cry	https://www.azlyrics.com/lyrics/timmcgraw/grownmendontcry.html	5	4.67	4.67	4.780	0				4.78	0.31	5	4.67	4.67	0	0.47	0.47	5	5	5	5	4.33	5	4	4	5	5	5	5
Grammy_NOM	2005	dev	Tim McGraw	Live Like You Were Dyin'	https://www.azlyrics.com/lyrics/timmcgraw/livelikeyouweredyin.html	5	4	4.33	4.443					4.44	0.57	5	4	4.33	0	1.41	0.47	4.67	5	5	4	3.67	5	2	4	5	5	5	5
Grammy_ALT	2005	train	Tim McGraw	Drugs Or Jesus	https://www.azlyrics.com/lyrics/timmcgraw/drugsorjesus.html	4	3	4.33	3.777					3.78	0.31	4	3	4.33	0.82	0.82	0.47	4	5	2	5	4	4	4	4	3.33	3	3	4
Grammy_ALT	1985	train	Tina Turner	Steel Claw	https://www.azlyrics.com/lyrics/tinaturner/steelclaw.html	2.33	2.67	4	3.000					3	0.54	2.33	2.67	4	0.47	0.94	0.82	3	2	2	5	3.67	3	4	4	2.33	2	2	3
Grammy_NOM	1985	train	Tina Turner	What's Love Got to Do with It	https://www.azlyrics.com/lyrics/tinaturner/whatslovegottodowithit.html	2.33	1.33	1.67	1.777					1.78	0.57	2.33	1.33	1.67	1.25	0.47	0.47	1	1	1	1	2.33	4	1	2	2	2	2	2
Billboard	1992	dev	TLC	Baby-Baby-Baby	https://www.azlyrics.com/lyrics/tlc/babybabybaby.html	4	1.33	1.33	2.220					2.22	0.16	4	1.33	1.33	0	0.47	0.47	2	4	1	1	2.33	4	1	2	2.33	4	2	1
Grammy_ALT	2000	dev	TLC	Dear Lie	https://www.azlyrics.com/lyrics/tlc/dearlie.html	3	2.67	1.33	2.333					2.33	0.98	3	2.67	1.33	1.41	1.25	0.47	3.33	4	4	2	2.67	4	3	1	1	1	1	1
Grammy_NOM	2000	dev	TLC	Unpretty	https://www.azlyrics.com/lyrics/tlc/unpretty.html	4	2	2.67	2.890					2.89	0.31	4	2	2.67	0	0.82	0.47	2.67	4	1	3	2.67	4	2	2	3.33	4	3	3
Billboard	1992	train	Toad the Wet Sprocket	All I Want	https://www.azlyrics.com/lyrics/toadthewetsprocket/alliwant.html	3	1.33	1.33	1.887					1.89	0.31	3	1.33	1.33	0.82	0.47	0.47	1.67	3	1	1	2.33	4	1	2	1.67	2	2	1
Billboard	2002	test	Toby Keith	My List	https://www.azlyrics.com/lyrics/tobykeith/mylist.html	4.67	4.67	4.67	4.670	0				4.67	0.47	4.67	4.67	4.67	0.47	0.47	0.47	5	5	5	5	4	4	4	4	5	5	5	5
Billboard	1990	train	Tom Petty	Free Fallin'	https://www.azlyrics.com/lyrics/tompettyandtheheartbreakers/freefallin.html	4.33	2	3.67	3.333					3.33	0.72	4.33	2	3.67	0.47	0.82	0.94	3	4	2	3	2.67	4	1	3	4.33	5	3	5
Billboard	2020	train	Tones and I	Dance Monkey	https://www.azlyrics.com/lyrics/tonesandi/dancemonkey.html	3.67	3.33	1.33	2.777					2.78	0.31	3.67	3.33	1.33	0.94	0.47	0.47	3	5	3	1	2.33	3	3	1	3	3	4	2
Billboard	1994	test	Toni Braxton	You Mean the World to Me	https://www.azlyrics.com/lyrics/tonibraxton/youmeantheworldtome.html	3.67	2	1	2.223					2.22	0.16	3.67	2	1	0.47	0	0	2	3	2	1	2.33	4	2	1	2.33	4	2	1
Grammy_NOM	1964	train	Tony Bennet	Good Life	https://www.azlyrics.com/lyrics/tonybennett/thegoodlife1313848.html	1.667	1.333	1.333	1.444					1.444	0.416	1.667	1.333	1.333	0.471	0.471	0.471	1	1	1	1	2	2	2	2	1.33	2	1	1
Grammy_NOM	1963	train	Tony Bennet	I Left My Heart in San Francisco	https://www.azlyrics.com/lyrics/tonybennett/ileftmyheartinsanfrancisco227436.html	3	2.333	4.333	3.222					3.222	0.786	3	2.333	4.333	1.633	1.247	0.471	2.67	3	1	4	4.33	5	4	4	2.67	1	2	5
Grammy_NOM	1966	train	Tony Bennet	Shadow of your Smile	https://www.azlyrics.com/lyrics/tonybennett/theshadowofyoursmile227508.html	2	2.667	3	2.556					2.556	0.956	2	2.667	3	0.816	1.247	0.816	3.67	3	4	4	1.33	1	1	2	2.67	2	3	3
Grammy_NOM	1964	train	Tony Bennet	Wanna Be Around	https://www.azlyrics.com/lyrics/tonybennett/iwannabearound1313850.html	2.667	2	1	1.889					1.889	0.416	2.667	2	1	1.247	0	0	2	3	2	1	2.33	4	2	1	1.33	1	2	1
Grammy_NOM	1965	test	Tony Bennet	Who Can I Turn To?	https://www.azlyrics.com/lyrics/tonybennett/whocaniturntowhennobodyneedsme.html	3	1	1	1.667					1.667	0	3	1	1	0	0	0	1.67	3	1	1	1.67	3	1	1	1.67	3	1	1
Grammy_ALT	1963	dev	Tony Bennet	Marry Young	https://www.azlyrics.com/lyrics/tonybennett/marryyoung.html	1.333	1.333	1.667	1.444					1.444	0.157	1.333	1.333	1.667	0.471	0.471	0.943	1.67	1	1	3	1.33	2	1	1	1.33	1	2	1
Grammy_ALT	1964	dev	Tony Bennet	Once Upon A Summertime	https://www.azlyrics.com/lyrics/tonybennett/onceuponasummertime.html	3	4.667	4.667	4.111					4.111	0.786	3	4.667	4.667	1.414	0.471	0.471	4.67	4	5	5	3	1	4	4	4.67	4	5	5
Grammy_ALT	1964	train	Tony Bennet	If I Love Again	https://www.azlyrics.com/lyrics/tonybennett/ifiloveagain.html	2.333	2.667	1	2.000					2	0	2.333	2.667	1	0.471	0.471	0	2	3	2	1	2	2	3	1	2	2	3	1
Grammy_ALT	1965	test	Tony Bennet	Autumn Leaves	https://www.azlyrics.com/lyrics/tonybennett/autumnleaves.html	2.667	3.333	4.333	3.444					3.444	0.314	2.667	3.333	4.333	0.943	0.943	0.943	3.67	4	4	3	3	2	2	5	3.67	2	4	5
Grammy_ALT	1966	test	Tony Bennet	The Second Time Around	https://www.azlyrics.com/lyrics/tonybennett/thesecondtimearound.html	2	2	1	1.667					1.667	0.272	2	2	1	0.816	0	0	2	3	2	1	1.33	1	2	1	1.67	2	2	1
Billboard	1961	dev	Tony Orlando	Bless You	https://www.azlyrics.com/lyrics/tonyorlandodawn/blessyou.html	2	1.667	2.333	2.000					2	0.943	2	1.667	2.333	0	0.943	1.886	1.33	2	1	1	3.33	2	3	5	1.33	2	1	1
Billboard	1975	train	Tony Orlando and Dawn	He Don't Love You (Like I Love You)	https://www.azlyrics.com/lyrics/tonyorlandodawn/hedontloveyoulikeiloveyou.html	3.67	3.67	1.33	2.890					2.89	0.31	3.67	3.67	1.33	0.47	0.47	0.47	2.67	3	4	1	2.67	4	3	1	3.33	4	4	2
Billboard	1973	test	Tony Orlando and Dawn	Tie a Yellow Ribbon Round the Ole Oak Tree	https://www.azlyrics.com/lyrics/tonyorlandodawn/tieayellowribbonroundtheoleoaktree.html	4.67	5	5	4.890	0				4.89	0.16	4.67	5	5	0.47	0	0	5	5	5	5	5	5	5	5	4.67	4	5	5
Billboard	1996	test	Total	Kissin' You	https://www.azlyrics.com/lyrics/total/kissinyou.html	3.67	1.67	3	2.780					2.78	0.57	3.67	1.67	3	0.47	0.47	1.63	3	4	2	3	2	4	1	1	3.33	3	2	5
Billboard	1996	train	Total	No One Else	https://www.azlyrics.com/lyrics/total/nooneelse.html	3.67	2	3	2.890					2.89	0.83	3.67	2	3	0.47	1.41	1.41	2.67	3	1	4	2	4	1	1	4	4	4	4
Billboard	1995	train	Total featuring The Notorious B.I.G.	Can't You See	https://www.azlyrics.com/lyrics/total/cantyousee.html	4	2.67	3	3.223					3.22	0.87	4	2.67	3	0.82	1.25	1.41	2	3	1	2	3.67	5	4	2	4	4	3	5
Grammy_ALT	1983	dev	Toto	I Won't Hold You Back	https://www.azlyrics.com/lyrics/toto/iwontholdyouback.html	3	2	1	2.000		3	2	1	3.56	1.1	3.67	4.33	2.67	1.25	0.47	1.7	2.33	2	4	1	3.33	4	4	2	5	5	5	5
Grammy_NOM	1983	train	Toto	Rosanna	https://www.azlyrics.com/lyrics/toto/rosanna.html	4	2	1	2.333		4	2	1	2.89	1.1	3	3	2.67	0.82	1.41	1.25	1.33	2	1	1	3.67	4	4	3	3.67	3	4	4
Billboard	1973	train	Tower of Power	So Very Hard to Go	https://www.azlyrics.com/lyrics/towerofpower/soveryhardtogo.html	4	2	2	2.667					2.67	0.54	4	2	2	0.82	0.82	0.82	2	3	2	1	2.67	4	1	3	3.33	5	3	2
Grammy_ALT	1989	train	Tracy Chapman	A Song Was Born	https://www.azlyrics.com/lyrics/tracychapman/shesgotherticket.html	3.67	1.67	2.33	2.557					2.56	0.83	3.67	1.67	2.33	1.25	0.94	1.25	1.67	2	1	2	2.33	5	1	1	3.67	4	3	4
Grammy_NOM	1989	test	Tracy Chapman	Fast Car	https://www.azlyrics.com/lyrics/tracychapman/fastcar.html	5	4	4.67	4.557					4.56	0.63	5	4	4.67	0	1.41	0.47	5	5	5	5	3.67	5	2	4	5	5	5	5
Grammy_NOM	1997	train	Tracy Chapman	Give Me One Reason	https://www.azlyrics.com/lyrics/tracychapman/givemeonereason.html	3.67	2.67	1.67	2.670					2.67	0.94	3.67	2.67	1.67	1.25	1.25	0.94	1.33	2	1	1	3.33	5	4	1	3.33	4	3	3
Grammy_ALT	1997	train	Tracy Chapman	The Rape Of The World	https://www.azlyrics.com/lyrics/tracychapman/therapeoftheworld.html	1.67	1.33	4.33	2.443					2.44	0.16	1.67	1.33	4.33	0.47	0.47	0.94	2.33	1	1	5	2.67	2	1	5	2.33	2	2	3
Billboard	2012	train	Train	Drive By	https://www.azlyrics.com/lyrics/train/driveby.html	5	4.67	4	4.557					4.56	0.31	5	4.67	4	0	0.47	0.82	4.33	5	4	4	4.33	5	5	3	5	5	5	5
Grammy_NOM	2002	train	Train	Drops of Jupiter (Tell Me)	https://www.azlyrics.com/lyrics/train/dropsofjupiter.html	3.67	3	4.33	3.667					3.67	0.27	3.67	3	4.33	0.47	0.82	0.47	3.33	3	2	5	4	4	4	4	3.67	4	3	4
Grammy_ALT	2002	train	Train	She's on Fire	https://www.azlyrics.com/lyrics/train/shesonfire.html	3	1.67	1.33	2.000					2	0.47	3	1.67	1.33	0.82	0.47	0.47	2.33	4	2	1	2.33	3	2	2	1.33	2	1	1
Billboard	2003	dev	Tyrese	How You Gonna Act Like That	https://www.azlyrics.com/lyrics/tyrese/howyougonnaactlikethat.html	5	4.67	3.67	4.447					4.44	0.57	5	4.67	3.67	0	0.47	1.25	3.67	5	4	2	5	5	5	5	4.67	5	5	4
Grammy_NOM	2001	train	U2	Beautiful Day	https://www.azlyrics.com/lyrics/u2band/beautifulday.html	4	2	5	3.667		4	2	5	3.67	0.27	4.33	2.33	4.33	0.58	0.58	0.58	3.67	5	2	4	4	4	3	5	3.33	4	2	4
Grammy_ALT	2001	test	U2	Elevation	https://www.azlyrics.com/lyrics/u2band/elevation.html	3	2.67	2.67	2.780					2.78	0.68	3	2.67	2.67	1.41	0.47	0.47	2	2	2	2	3.67	5	3	3	2.67	2	3	3
Grammy_ALT	2002	train	U2	Grace	https://www.azlyrics.com/lyrics/u2band/grace.html	4	1	2	2.333		4	1	2	3.11	1.1	4.67	2.33	2.33	0.47	1.89	1.25	2.33	4	1	2	2.33	5	1	1	4.67	5	5	4
Grammy_NOM	1988	train	U2	I Still Haven't Found What I'm Looking For	https://www.azlyrics.com/lyrics/u2band/istillhaventfoundwhatimlookingfor.html	2	1	2	1.667		2	1	2	2.56	1.26	3	2	2.67	1.41	1.41	0.94	1.67	2	1	2	4.33	5	4	4	1.67	2	1	2
Grammy_ALT	2006	train	U2	Miracle Drug	https://www.azlyrics.com/lyrics/u2band/miracledrug.html	3.33	1.67	2.67	2.557					2.56	0.96	3.33	1.67	2.67	0.94	0.94	1.25	1.33	2	1	1	2.67	4	1	3	3.67	4	3	4
Grammy_ALT	1988	train	U2	Running to Stand Still	https://www.azlyrics.com/lyrics/u2band/runningtostandstill.html	3.67	2	4	3.223					3.22	0.63	3.67	2	4	1.25	0	0.82	3.67	4	2	5	3.67	5	2	4	2.33	2	2	3
Grammy_NOM	2006	test	U2	Sometimes You Can't Make It on Your Own	https://www.azlyrics.com/lyrics/u2band/sometimesyoucantmakeitonyourown.html	3	1	1	1.667		3	1	1	2.22	1.03	3	1.67	2	0.82	0.94	1.41	1.33	2	1	1	1.67	3	1	1	3.67	4	3	4
Grammy_NOM	2002	train	U2	Stuck in a Moment You Can't Get Out Of	https://www.azlyrics.com/lyrics/u2band/stuckinamomentyoucantgetoutof.html	4	1	1	2.000		4	1	1	2.67	1.09	3.33	2.67	2	0.94	1.25	1.41	1.33	2	1	1	2.67	4	3	1	4	4	4	4
Billboard	1987	train	U2	With or Without You	https://www.azlyrics.com/lyrics/u2band/withorwithoutyou.html	2.67	1	1	1.557					1.56	0.31	2.67	1	1	0.94	0	0	1.33	2	1	1	2	4	1	1	1.33	2	1	1
Billboard	1992	train	Ugly Kid Joe	Everything About You	https://www.azlyrics.com/lyrics/uglykidjoe/everythingaboutyou.html	3.67	1.67	2.67	2.670					2.67	0.54	3.67	1.67	2.67	0.47	0.47	1.7	2.67	4	2	2	2	4	1	1	3.33	3	2	5
Billboard	2010	test	Uncle Kracker	Smile	https://www.azlyrics.com/lyrics/unclekracker/smile.html	3.33	1.33	2.33	2.330					2.33	0.98	3.33	1.33	2.33	0.94	0.47	1.89	1.33	2	1	1	2	4	1	1	3.67	4	2	5
Billboard	2010	train	Usher featuring Plies	Hey Daddy (Daddy's Home)	https://www.azlyrics.com/lyrics/usher/heydaddydaddyshome.html	3	4	2	3.000		3	4	2	2.78	1.03	3.67	3	1.67	1.25	1.41	0.47	3.33	4	4	2	3.67	5	4	2	1.33	2	1	1
Billboard	1995	train	Van Halen	Can't Stop Lovin' You	https://www.azlyrics.com/lyrics/vanhalen/cantstoplovinyou.html	3	1.33	1.33	1.887					1.89	0.42	3	1.33	1.33	0.82	0.47	0.47	1.33	2	1	1	2.33	3	2	2	2	4	1	1
Billboard	1984	train	Van Halen	Jump	https://www.azlyrics.com/lyrics/vanhalen/jump.html	3	1.67	1.33	2.000					2	0.47	3	1.67	1.33	0.82	0.94	0.47	2.33	4	1	2	2.33	3	3	1	1.33	2	1	1
Grammy_NOM	2003	train	Vanessa Carlton	A Thousand Miles	https://www.azlyrics.com/lyrics/vanessacarlton/athousandmiles.html	4	1	1	2.000		4	1	1	2.78	1.1	3.67	2.67	2	1.25	1.25	1.41	1.33	2	1	1	3	5	3	1	4	4	4	4
Grammy_ALT	2003	dev	Vanessa Carlton	Ordinary Day	https://www.azlyrics.com/lyrics/vanessacarlton/ordinaryday.html	3.33	4	1.67	3.000					3	0.54	3.33	4	1.67	0.94	0.82	0.47	3.67	4	5	2	3	4	4	1	2.33	2	3	2
Grammy_NOM	1993	train	Vanessa Williams	Save the Best for Last	https://www.azlyrics.com/lyrics/vanessawilliams/savethebestforlast.html	3	4	2	3.000		3	4	2	3.33	1.19	3	3.67	3.33	1.41	1.25	1.7	2.33	2	4	1	2.67	2	2	4	5	5	5	5
